AN,ASOCIATIE,DETALIU,SCOP PROIECT,X 1,Y 1,CONTINENT,STAT,DIFERENTA,SUMA APROBATA,SUMA DECONTATA
1/1/2017,"Publicatia Periodica ""Ziarul National"" SRL","Propaganda rusa, pericol pentru cel de-al doilea stat romanesc","Media, informativ (impact politic)",0.599980281,-0.004864348,Europa,Republica Moldova,-0.020000000,62000,61999.98
1/1/2017,"Publicatia Periodica ""Ziarul National"" SRL","Propaganda rusa, pericol pentru cel de-al doilea stat romanesc","Media, informativ (impact politic)",0.806640089,-0.006539845,Europa,Republica Moldova,-0.020000000,62000,61999.98
1/1/2020,Organizatia publica regionala Societatea jurnalistilor romani independenti din regiunea Cernauti,Sustinerea portalului online 'Zorile Bucovinei',"Media, informativ (impact politic)",0.599921127,-0.009728377,Europa,Ucraina,-16.560000000,38225,38208.44
1/1/2020,Organizatia publica regionala Societatea jurnalistilor romani independenti din regiunea Cernauti,Sustinerea portalului online 'Zorile Bucovinei',"Media, informativ (impact politic)",0.727265851,-0.011793411,Europa,Ucraina,-16.560000000,38225,38208.44
1/1/2020,Teiamedia SL,Radio Romanul,"Media, informativ",0.599822541,-0.014591766,Europa,Spania,-8373,73725,65352
1/1/2020,Teiamedia SL,Radio Romanul,"Media, informativ",0.817598111,-0.019889550,Europa,Spania,-8373,73725,65352
1/1/2017,Teiamedia SL,Proiectul Radio Romanul,"Media, informativ",0.599684529,-0.019454196,Europa,Spania,-0.050000000,88000,87999.95
1/1/2017,Teiamedia SL,Proiectul Radio Romanul,"Media, informativ",0.892863465,-0.028965131,Europa,Spania,-0.050000000,88000,87999.95
1/1/2015,Teiamedia SL,Proiectul Radio Romanul,"Media, informativ",0.599507101,-0.024315347,Europa,Spania,,,41600
1/1/2015,Teiamedia SL,Proiectul Radio Romanul,"Media, informativ",0.738059853,-0.029934894,Europa,Spania,,,41600
1/1/2018,Teiamedia SL,Proiect Radio Romanul,"Media, informativ",0.599290268,-0.029174900,Europa,Spania,0,90000,90000
1/1/2018,Teiamedia SL,Proiect Radio Romanul,"Media, informativ",0.898935402,-0.043762350,Europa,Spania,0,90000,90000
1/1/2015,SRL EVZ Online,"Realizarea si difuzarea cotidianului de limba romana Evenimentul Zilei , editia de Moldova","Media, informativ",0.599034045,-0.034032536,Europa,Republica Moldova,,,47186
1/1/2015,SRL EVZ Online,"Realizarea si difuzarea cotidianului de limba romana Evenimentul Zilei , editia de Moldova","Media, informativ",0.756067491,-0.042953976,Europa,Republica Moldova,,,47186
1/1/2019,Societatea romana de televiziune TVR International,Generatia urmatoare,"Media, informativ",0.598738448,-0.038887934,Europa,Romania,-43193.65,67968,24774.35
1/1/2019,Societatea romana de televiziune TVR International,Generatia urmatoare,"Media, informativ",0.681145980,-0.044240286,Europa,Romania,-43193.65,67968,24774.35
1/1/2020,Societatea Romana de Radiodifuziune,Romanii de pretutindeni,"Media, informativ",0.598403496,-0.043740777,Europa,Romania,0,15000,15000
1/1/2020,Societatea Romana de Radiodifuziune,Romanii de pretutindeni,"Media, informativ",0.648270454,-0.047385841,Europa,Romania,0,15000,15000
1/1/2015,Societatea pentru cultura si literatura romana in Bucovina (SCLRB),"Editarea revistei Mesager Bucovinean publicatie trimestriala pentru Bucovinenii de pretutindeni, cu public tinta comunitatea romaneasca din Ucraina","Media, informativ",0.598029213,-0.048590744,Europa,Romania,,,23560
1/1/2015,Societatea pentru cultura si literatura romana in Bucovina (SCLRB),"Editarea revistei Mesager Bucovinean publicatie trimestriala pentru Bucovinenii de pretutindeni, cu public tinta comunitatea romaneasca din Ucraina","Media, informativ",0.676304592,-0.054950733,Europa,Romania,,,23560
1/1/2018,Societatea pentru cultura si literatura romana in Bucovina (SCLRB),"Editarea revistei ""Mesager Bucovinean"", publicatie trimsetriala pentru bucovinenii de pretutindeni, cu public tinta comunitatea romaneasca din Ucraina","Media, informativ",0.597615622,-0.053437518,Europa,Ucraina,-2670.92,36850,34179.08
1/1/2018,Societatea pentru cultura si literatura romana in Bucovina (SCLRB),"Editarea revistei ""Mesager Bucovinean"", publicatie trimsetriala pentru bucovinenii de pretutindeni, cu public tinta comunitatea romaneasca din Ucraina","Media, informativ",0.711093134,-0.063584436,Europa,Ucraina,-2670.92,36850,34179.08
1/1/2018,Societatea pentru Cultura Romaneasca Mihai Eminescu din regiunea Cernauti,Agentia de presa Diaspora azi (APDA),"Media, informativ",0.597162751,-0.058280779,Europa,Ucraina,-19130.07,90000,70869.93
1/1/2018,Societatea pentru Cultura Romaneasca Mihai Eminescu din regiunea Cernauti,Agentia de presa Diaspora azi (APDA),"Media, informativ",0.832278764,-0.081227194,Europa,Ucraina,-19130.07,90000,70869.93
1/1/2017,Societatea literar artistica Tibiscus,"Redactarea si tiparirea ziarului ""Tibiscus"" 2017","Media, informativ",0.596670629,-0.063120210,Europa,Serbia,-2451.77,11000,8548.23
1/1/2017,Societatea literar artistica Tibiscus,"Redactarea si tiparirea ziarului ""Tibiscus"" 2017","Media, informativ",0.625006616,-0.066117799,Europa,Serbia,-2451.77,11000,8548.23
1/1/2019,SC Pitpalac Media SRL,"Documentar ""Femei de succes in diaspora""","Media, informativ",0.596139288,-0.067955492,Europa,Romania,-29000,29000,0
1/1/2019,SC Pitpalac Media SRL,"Documentar ""Femei de succes in diaspora""","Media, informativ",0.596139288,-0.067955492,Europa,Romania,-29000,29000,0
1/1/2015,SC Optimal Media Solution SRL,"Identitate romaneasca - Povestiri despre Romania, tara parintilor","Media, informativ",0.595568765,-0.072786307,Europa,Romania,,,17935.23
1/1/2015,SC Optimal Media Solution SRL,"Identitate romaneasca - Povestiri despre Romania, tara parintilor","Media, informativ",0.654911336,-0.080038746,Europa,Romania,,,17935.23
1/1/2015,SC Miraza SRL - Portalul de stiri UNIMEDIA,Sustinerea si consolidarea capacitatilor presei online de limba romana - UNIMEDIA.INFO,"Media, informativ",0.594959095,-0.077612338,Europa,Republica Moldova,,,45486.17
1/1/2015,SC Miraza SRL - Portalul de stiri UNIMEDIA,Sustinerea si consolidarea capacitatilor presei online de limba romana - UNIMEDIA.INFO,"Media, informativ",0.745305821,-0.097225049,Europa,Republica Moldova,,,45486.17
1/1/2018,SC Miraza SRL - Portalul de stiri UNIMEDIA,Consolidarea si dezvoltarea portalului nr. 1 de stiri de limba romana din Republica Moldova - UNIMEDIA.INFO,"Media, informativ",0.594310320,-0.082433268,Europa,Republica Moldova,-15256.61,45600,30343.39
1/1/2018,SC Miraza SRL - Portalul de stiri UNIMEDIA,Consolidarea si dezvoltarea portalului nr. 1 de stiri de limba romana din Republica Moldova - UNIMEDIA.INFO,"Media, informativ",0.694495819,-0.096329405,Europa,Republica Moldova,-15256.61,45600,30343.39
1/1/2019,SC Expresiv Media SRL,Cotidianul – Romania2019.EU,"Media, informativ",0.593622482,-0.087248779,Europa,Republica Moldova,-7374.67,40000,32625.33
1/1/2019,SC Expresiv Media SRL,Cotidianul – Romania2019.EU,"Media, informativ",0.701217645,-0.103062780,Europa,Republica Moldova,-7374.67,40000,32625.33
1/1/2015,SC Blueberry Studios SRL,Optimizare platforma online stiridiaspora.com,"Media, informativ",0.592895625,-0.092058556,Europa,Romania,,,16329.07
1/1/2015,SC Blueberry Studios SRL,Optimizare platforma online stiridiaspora.com,"Media, informativ",0.646681371,-0.100409837,Europa,Romania,,,16329.07
1/1/2015,"Saptamanalul social-politic si de cultura ""Libertatea cuvantului""",Sustinerea si incurajarea aparitiei saptamanalului Libertatea Cuvantului (continuarea proiectului),"Media, informativ",0.592129799,-0.096862282,Europa,Ucraina,,,27440
1/1/2015,"Saptamanalul social-politic si de cultura ""Libertatea cuvantului""",Sustinerea si incurajarea aparitiei saptamanalului Libertatea Cuvantului (continuarea proiectului),"Media, informativ",0.682396697,-0.111628398,Europa,Ucraina,,,27440
1/1/2017,"Saptamanalul social-politic si de cultura ""Libertatea cuvantului""",Continuarea sustinerii si finantarii saptamanalului Libertatea Cuvantului,"Media, informativ",0.591325052,-0.101659641,Europa,Ucraina,-42000,42000,0
1/1/2017,"Saptamanalul social-politic si de cultura ""Libertatea cuvantului""",Continuarea sustinerii si finantarii saptamanalului Libertatea Cuvantului,"Media, informativ",0.591325052,-0.101659641,Europa,Ucraina,-42000,42000,0
1/1/2019,Saptamanalul romanesc Noi in Spania editat de Nova Duma Sl,Sprijinirea publicatiei saptamanale NOI in Spania,"Media, informativ",0.590481439,-0.106450318,Europa,Spania,-28.590000000,50000,49971.41
1/1/2019,Saptamanalul romanesc Noi in Spania editat de Nova Duma Sl,Sprijinirea publicatiei saptamanale NOI in Spania,"Media, informativ",0.754410273,-0.136002943,Europa,Spania,-28.590000000,50000,49971.41
1/1/2017,Saptamanalul romanesc Noi in Spania editat de Nova Duma Sl,Sprijinirea publicatiei saptamanale NOI in Spania,"Media, informativ",0.589599014,-0.111233999,Europa,Spania,-600,44000,43400
1/1/2017,Saptamanalul romanesc Noi in Spania editat de Nova Duma Sl,Sprijinirea publicatiei saptamanale NOI in Spania,"Media, informativ",0.731757888,-0.138053752,Europa,Spania,-600,44000,43400
1/1/2015,Saptamanalul romanesc Noi in Spania editat de Nova Duma Sl,Sprijinirea publicatiei saptamanale Noi in Spania,"Media, informativ",0.588677836,-0.116010368,Europa,Spania,,,41382
1/1/2015,Saptamanalul romanesc Noi in Spania editat de Nova Duma Sl,Sprijinirea publicatiei saptamanale Noi in Spania,"Media, informativ",0.724014870,-0.142681152,Europa,Spania,,,41382
1/1/2015,Publicatia Periodica Natura SRL,Editarea revistei nationale Natura,"Media, informativ",0.587717965,-0.120779112,Europa,Republica Moldova,,,40000
1/1/2015,Publicatia Periodica Natura SRL,Editarea revistei nationale Natura,"Media, informativ",0.718321957,-0.147618915,Europa,Republica Moldova,,,40000
1/1/2015,Publicatia Periodica Literatura si Arta SRL,"Literatura si arta, saptamanal al uniunii scriitorilor din Republica Moldova","Media, informativ",0.586719464,-0.125539917,Europa,Republica Moldova,,,31766.1
1/1/2015,Publicatia Periodica Literatura si Arta SRL,"Literatura si arta, saptamanal al uniunii scriitorilor din Republica Moldova","Media, informativ",0.690262737,-0.147694993,Europa,Republica Moldova,,,31766.1
1/1/2018,"Publicatia Periodica ""Ziarul National"" SRL",Sustinerea presei de limba romana in anul centenarului - Ziarul National,"Media, informativ",0.585682398,-0.130292471,Europa,Republica Moldova,-15.930000000,46500,46484.07
1/1/2018,"Publicatia Periodica ""Ziarul National"" SRL",Sustinerea presei de limba romana in anul centenarului - Ziarul National,"Media, informativ",0.736931852,-0.163939829,Europa,Republica Moldova,-15.930000000,46500,46484.07
1/1/2015,"Publicatia Periodica ""Ziarul National"" SRL","Doua state romanesti, integrate in Uniunea Europeana!-2","Media, informativ",0.584606837,-0.135036461,Europa,Republica Moldova,,,49999.2
1/1/2015,"Publicatia Periodica ""Ziarul National"" SRL","Doua state romanesti, integrate in Uniunea Europeana!-2","Media, informativ",0.746995027,-0.172545989,Europa,Republica Moldova,,,49999.2
1/1/2018,"Publicatia Periodica ""Ziarul de garda""",Editarea saptamanalului independent de investigatii ”Ziarul de Garda”,"Media, informativ",0.583492851,-0.139771575,Europa,Republica Moldova,0,80000,80000
1/1/2018,"Publicatia Periodica ""Ziarul de garda""",Editarea saptamanalului independent de investigatii ”Ziarul de Garda”,"Media, informativ",0.842823006,-0.201892276,Europa,Republica Moldova,0,80000,80000
1/1/2019,"Publicatia Periodica ""Ziarul de garda""","Editarea saptamanalului independent de investigatii ""Ziarul de Garda""","Media, informativ",0.582340512,-0.144497503,Europa,Republica Moldova,0,26000,26000
1/1/2019,"Publicatia Periodica ""Ziarul de garda""","Editarea saptamanalului independent de investigatii ""Ziarul de Garda""","Media, informativ",0.666456364,-0.165369364,Europa,Republica Moldova,0,26000,26000
1/1/2017,"Publicatia Periodica ""Ziarul de garda""","Editarea saptamanalului independent de investigatii ""Ziarul de Garda""","Media, informativ",0.581149897,-0.149213932,Europa,Republica Moldova,-1.020000000,61000,60998.98
1/1/2017,"Publicatia Periodica ""Ziarul de garda""","Editarea saptamanalului independent de investigatii ""Ziarul de Garda""","Media, informativ",0.778091846,-0.199780030,Europa,Republica Moldova,-1.020000000,61000,60998.98
1/1/2015,"Publicatia Periodica ""Ziarul de garda""",Continuarea editarii Saptamanalului independent de investigatii Ziarul de Garda in 2015,"Media, informativ",0.579921083,-0.153920554,Europa,Republica Moldova,,,45748.54
1/1/2015,"Publicatia Periodica ""Ziarul de garda""",Continuarea editarii Saptamanalului independent de investigatii Ziarul de Garda in 2015,"Media, informativ",0.727312988,-0.193040780,Europa,Republica Moldova,,,45748.54
1/1/2018,"Publicatia Periodica ""Timpul de dimineata""",Ziarul Timpul,"Media, informativ",0.578654153,-0.158617059,Europa,Republica Moldova,-5962.96,69540,63577.04
1/1/2018,"Publicatia Periodica ""Timpul de dimineata""",Ziarul Timpul,"Media, informativ",0.783038143,-0.214641521,Europa,Republica Moldova,-5962.96,69540,63577.04
1/1/2017,"Publicatia Periodica ""Timpul de dimineata""",Saptamanal National Independent Timpul,"Media, informativ",0.577349188,-0.163303139,Europa,Republica Moldova,-18802.44,73000,54197.56
1/1/2017,"Publicatia Periodica ""Timpul de dimineata""",Saptamanal National Independent Timpul,"Media, informativ",0.751187617,-0.212473315,Europa,Republica Moldova,-18802.44,73000,54197.56
1/1/2015,"Publicatia Periodica ""Timpul de dimineata""",Saptamanal National Independent Timpul,"Media, informativ",0.576006275,-0.167978484,Europa,Republica Moldova,,,99998
1/1/2015,"Publicatia Periodica ""Timpul de dimineata""",Saptamanal National Independent Timpul,"Media, informativ",0.896003361,-0.261297998,Europa,Republica Moldova,,,99998
1/1/2018,"Publicatia Periodica ""Timpul de dimineata""",10TV - televiziune romaneasca la Chisinau,"Media, informativ",0.574625502,-0.172642789,Europa,Republica Moldova,-56960,56960,0
1/1/2018,"Publicatia Periodica ""Timpul de dimineata""",10TV - televiziune romaneasca la Chisinau,"Media, informativ",0.574625502,-0.172642789,Europa,Republica Moldova,-56960,56960,0
1/1/2017,"Publicatia Periodica ""Limba Romana"" SRL","Editarea revistei de stiinta si cultura ""Limba romana""","Media, informativ",0.573206959,-0.177295746,Europa,Republica Moldova,-8852,56000,47148
1/1/2017,"Publicatia Periodica ""Limba Romana"" SRL","Editarea revistei de stiinta si cultura ""Limba romana""","Media, informativ",0.723348969,-0.223735412,Europa,Republica Moldova,-8852,56000,47148
1/1/2015,"Publicatia Periodica ""Glasul Natiunii"" SRL",Dezvoltarea Portalului Informational Glasul.MD,"Media, informativ",0.571750741,-0.181937050,Europa,Republica Moldova,,,12707.02
1/1/2015,"Publicatia Periodica ""Glasul Natiunii"" SRL",Dezvoltarea Portalului Informational Glasul.MD,"Media, informativ",0.612113230,-0.194780815,Europa,Republica Moldova,,,12707.02
1/1/2017,"Publicatia Periodica ""Gazeta de Sud"" SRL",Promovarea valorilor nationale romanesti in ziarul regional Gazeta de Sud in contextul parcursului european al Republicii Moldova,"Media, informativ",0.570256942,-0.186566395,Europa,Republica Moldova,-52.030000000,53000,52947.97
1/1/2017,"Publicatia Periodica ""Gazeta de Sud"" SRL",Promovarea valorilor nationale romanesti in ziarul regional Gazeta de Sud in contextul parcursului european al Republicii Moldova,"Media, informativ",0.738001095,-0.241445906,Europa,Republica Moldova,-52.030000000,53000,52947.97
1/1/2017,Publicatia periodică 'Timpul de dimineata',Televiziunea 10TV,"Media, informativ",0.568725661,-0.191183478,Europa,Republica Moldova,-508.040000000,99960,99451.96
1/1/2017,Publicatia periodică 'Timpul de dimineata',Televiziunea 10TV,"Media, informativ",0.882952782,-0.296814431,Europa,Republica Moldova,-508.040000000,99960,99451.96
1/1/2020,Patriarhia Romana - Trinitas TV,Romania de peste granite,"Media, informativ",0.567156999,-0.195787994,Europa,Romania,-33776.16,100000,66223.84
1/1/2020,Patriarhia Romana - Trinitas TV,Romania de peste granite,"Media, informativ",0.775819856,-0.267820398,Europa,Romania,-33776.16,100000,66223.84
1/1/2015,Patriarhia Romana - Radio Trinitas,Identitatea romaneasca in lume,"Media, informativ",0.565551058,-0.200379642,Europa,Romania,,,44104.96
1/1/2015,Patriarhia Romana - Radio Trinitas,Identitatea romaneasca in lume,"Media, informativ",0.704126651,-0.249478175,Europa,Romania,,,44104.96
1/1/2019,Open SRL / Deschide.md,Presedintia Romaniei la UE: succes si oportunitati pentru romanii de pretutindeni,"Media, informativ",0.563907944,-0.204958118,Europa,Republica Moldova,-254.240000000,28950,28695.76
1/1/2019,Open SRL / Deschide.md,Presedintia Romaniei la UE: succes si oportunitati pentru romanii de pretutindeni,"Media, informativ",0.653806650,-0.237632724,Europa,Republica Moldova,-254.240000000,28950,28695.76
1/1/2017,Open SRL / Deschide.md,"Mai aproape de Romania, mai aproape de Europa","Media, informativ",0.562227766,-0.209523124,Europa,Republica Moldova,-771.210000000,95000,94228.79
1/1/2017,Open SRL / Deschide.md,"Mai aproape de Romania, mai aproape de Europa","Media, informativ",0.856550222,-0.319207070,Europa,Republica Moldova,-771.210000000,95000,94228.79
1/1/2015,Open SRL / Deschide.md,Deschide Republica Moldova: pentru si despre oameni,"Media, informativ",0.560510633,-0.214074357,Europa,Republica Moldova,,,53364.8
1/1/2015,Open SRL / Deschide.md,Deschide Republica Moldova: pentru si despre oameni,"Media, informativ",0.726685843,-0.277541220,Europa,Republica Moldova,,,53364.8
1/1/2019,Open SRL / Deschide.md,Continuam sub Centenar. De la Romania Mare la Romania Europeana,"Media, informativ",0.558756658,-0.218611520,Europa,Republica Moldova,0,26000,26000
1/1/2019,Open SRL / Deschide.md,Continuam sub Centenar. De la Romania Mare la Romania Europeana,"Media, informativ",0.639465954,-0.250188740,Europa,Republica Moldova,0,26000,26000
1/1/2015,Novaex SRL,Cresterea capacitatilor profesionale si diversificarea continutului PP Expresul,"Media, informativ",0.556965958,-0.223134314,Europa,Republica Moldova,,,12343.25
1/1/2015,Novaex SRL,Cresterea capacitatilor profesionale si diversificarea continutului PP Expresul,"Media, informativ",0.595159125,-0.238435439,Europa,Republica Moldova,,,12343.25
1/1/2015,Modiga Iulia-Rodica Persoana Fizica Autorizata,Portal InfoPrut,"Media, informativ",0.555138648,-0.227642441,Europa,Romania,,,15600
1/1/2015,Modiga Iulia-Rodica Persoana Fizica Autorizata,Portal InfoPrut,"Media, informativ",0.603250665,-0.247371453,Europa,Romania,,,15600
1/1/2015,"Liga Tineretului Roman ""Junimea"" din regiunea Cernauti","Sprijinirea emisiunii radiofonice in limba romana din Ucraina realizate de jurnalistii romani de la radio Ucraina-International si Campania regionala de stat de radio si televiziune din Ujgorod, Transcarpatia, emisiuni destinate romanilor din regiunea Cernauti","Media, informativ",0.553274851,-0.232135606,Europa,Ucraina,,,36900
1/1/2015,"Liga Tineretului Roman ""Junimea"" din regiunea Cernauti","Sprijinirea emisiunii radiofonice in limba romana din Ucraina realizate de jurnalistii romani de la radio Ucraina-International si Campania regionala de stat de radio si televiziune din Ujgorod, Transcarpatia, emisiuni destinate romanilor din regiunea Cernauti","Media, informativ",0.666696195,-0.279723405,Europa,Ucraina,,,36900
1/1/2015,"Liga Tineretului Roman ""Junimea"" din regiunea Cernauti",Fondarea si sprijinirea functionarii postului de radio informativ-muzical Cernauti (online) in limba romana in cadrul portalului de stiri Bucpress.eu,"Media, informativ",0.551374687,-0.236613513,Europa,Ucraina,,,40900
1/1/2015,"Liga Tineretului Roman ""Junimea"" din regiunea Cernauti",Fondarea si sprijinirea functionarii postului de radio informativ-muzical Cernauti (online) in limba romana in cadrul portalului de stiri Bucpress.eu,"Media, informativ",0.676659269,-0.290377361,Europa,Ucraina,,,40900
1/1/2019,Liga a ramanilor dit Arbinisie,"Transmitere TV de stiri si emisiuni in dialectul aroman la Televiziunea ""KOMBI"" din Fier","Media, informativ",0.549438282,-0.241075868,Europa,Albania,-915.380000000,39900,38984.62
1/1/2019,Liga a ramanilor dit Arbinisie,"Transmitere TV de stiri si emisiuni in dialectul aroman la Televiziunea ""KOMBI"" din Fier","Media, informativ",0.668436297,-0.293288374,Europa,Albania,-915.380000000,39900,38984.62
1/1/2015,Liga a ramanilor dit Arbinisie,Transmisie de stiri si emisiuni in dialectul aroman la televiziunea Apollon,"Media, informativ",0.547465764,-0.245522377,Europa,Albania,,,53055
1/1/2015,Liga a ramanilor dit Arbinisie,Transmisie de stiri si emisiuni in dialectul aroman la televiziunea Apollon,"Media, informativ",0.708831298,-0.317890097,Europa,Albania,,,53055
1/1/2015,Ionela Van Rees Zota - REGNI VERLAG,Continuarea proiectului: Agentia de Presa Asii Romani - mijloc de informare pentru romanii de pretutindeni,"Media, informativ",0.545457261,-0.249952748,Europa,Germania,,,8409.06
1/1/2015,Ionela Van Rees Zota - REGNI VERLAG,Continuarea proiectului: Agentia de Presa Asii Romani - mijloc de informare pentru romanii de pretutindeni,"Media, informativ",0.570939388,-0.261629791,Europa,Germania,,,8409.06
1/1/2017,Ionela Van Rees Zota - REGNI VERLAG,Agentia de Presa ASII ROMANI - mijloc de informare pentru romanii de pretutindeni,"Media, informativ",0.543412906,-0.254366690,Europa,Germania,-682.300000000,33000,32317.7
1/1/2017,Ionela Van Rees Zota - REGNI VERLAG,Agentia de Presa ASII ROMANI - mijloc de informare pentru romanii de pretutindeni,"Media, informativ",0.640978769,-0.300036393,Europa,Germania,-682.300000000,33000,32317.7
1/1/2020,"Intreprinderea privata ""Redactia ziarului Novyi Den""",Continuitatea aparitiei ziarului romanesc 'Monitorul Bucovinean' regiunea Cernauti,"Media, informativ",0.541332834,-0.258763914,Europa,Ucraina,-597.420000000,50000,49402.58
1/1/2020,"Intreprinderea privata ""Redactia ziarului Novyi Den""",Continuitatea aparitiei ziarului romanesc 'Monitorul Bucovinean' regiunea Cernauti,"Media, informativ",0.689906382,-0.329783941,Europa,Ucraina,-597.420000000,50000,49402.58
1/1/2019,"Intreprinderea privata ""Redactia ziarului Novyi Den""","Asigurarea continuitatii ziarului romanesc ""Monitorul de Hliboca"" - unicul ziar local care asigura acces la informare in limba romana din Raioanele Hliboca si Storojinet, Regiunea Cernauți","Media, informativ",0.539217180,-0.263144128,Europa,Ucraina,0,25000,25000
1/1/2019,"Intreprinderea privata ""Redactia ziarului Novyi Den""","Asigurarea continuitatii ziarului romanesc ""Monitorul de Hliboca"" - unicul ziar local care asigura acces la informare in limba romana din Raioanele Hliboca si Storojinet, Regiunea Cernauți","Media, informativ",0.614108455,-0.299691924,Europa,Ucraina,0,25000,25000
1/1/2015,Intreprinderea Colectiva Redactia ziarului minoritatii nationale romanesti din Ucraina Zorile Bucovinei,Finantarea editarii ziarului Zorile Bucovinei in anul 2015,"Media, informativ",0.537066085,-0.267507047,Europa,Ucraina,,,93646.8
1/1/2015,Intreprinderea Colectiva Redactia ziarului minoritatii nationale romanesti din Ucraina Zorile Bucovinei,Finantarea editarii ziarului Zorile Bucovinei in anul 2015,"Media, informativ",0.816480086,-0.406680264,Europa,Ucraina,,,93646.8
1/1/2019,Intreprinderea Colectiva Redactia ziarului minoritatii nationale romanesti din Ucraina Zorile Bucovinei,"Finantarea editarii ziarului ""Zorile Bucovinei"" ai trasportarea lui la abonati in anul 2019","Media, informativ",0.534879689,-0.271852383,Europa,Ucraina,0,70000,70000
1/1/2019,Intreprinderea Colectiva Redactia ziarului minoritatii nationale romanesti din Ucraina Zorile Bucovinei,"Finantarea editarii ziarului ""Zorile Bucovinei"" ai trasportarea lui la abonati in anul 2019","Media, informativ",0.742888457,-0.377572755,Europa,Ucraina,0,70000,70000
1/1/2018,Intreprinderea Colectiva Redactia ziarului minoritatii nationale romanesti din Ucraina Zorile Bucovinei,"Finantarea editarii ziarului ""Zorile Bucovinei"" ai trasportarea lui la abonati in anul 2018","Media, informativ",0.532658136,-0.276179851,Europa,Ucraina,0,76500,76500
1/1/2018,Intreprinderea Colectiva Redactia ziarului minoritatii nationale romanesti din Ucraina Zorile Bucovinei,"Finantarea editarii ziarului ""Zorile Bucovinei"" ai trasportarea lui la abonati in anul 2018","Media, informativ",0.759037844,-0.393556288,Europa,Ucraina,0,76500,76500
1/1/2017,Intreprinderea Colectiva Redactia ziarului minoritatii nationale romanesti din Ucraina Zorile Bucovinei,"Finantarea editarii ziarului ""Zorile Bucovinei"" ai trasportarea lui la abonati in anul 2017","Media, informativ",0.530401572,-0.280489166,Europa,Ucraina,-2806.52,61000,58193.48
1/1/2017,Intreprinderea Colectiva Redactia ziarului minoritatii nationale romanesti din Ucraina Zorile Bucovinei,"Finantarea editarii ziarului ""Zorile Bucovinei"" ai trasportarea lui la abonati in anul 2017","Media, informativ",0.701878868,-0.371170503,Europa,Ucraina,-2806.52,61000,58193.48
1/1/2015,Interact Media SRL - portalul de stiri economice Agora (www.agora.md),Istorii de succes romanesti,"Media, informativ",0.528110146,-0.284780044,Europa,Republica Moldova,,,13179.12
1/1/2015,Interact Media SRL - portalul de stiri economice Agora (www.agora.md),Istorii de succes romanesti,"Media, informativ",0.566776963,-0.305630880,Europa,Republica Moldova,,,13179.12
1/1/2017,Institutia Publica Publicatia Periodica Revista NOI,"Copiii si tineretul vor salva cultura, limba, istoria, neamul","Media, informativ",0.525784008,-0.289052204,Europa,Republica Moldova,-114.440000000,33000,32885.56
1/1/2017,Institutia Publica Publicatia Periodica Revista NOI,"Copiii si tineretul vor salva cultura, limba, istoria, neamul","Media, informativ",0.621843461,-0.341861336,Europa,Republica Moldova,-114.440000000,33000,32885.56
1/1/2017,"ICS ""Prodigital"" SRL","Cresterea audientei emisiunii “In profunzime”, prin digitizare","Media, informativ",0.523423311,-0.293305366,Europa,Republica Moldova,-622.460000000,40000,39377.54
1/1/2017,"ICS ""Prodigital"" SRL","Cresterea audientei emisiunii “In profunzime”, prin digitizare","Media, informativ",0.637929546,-0.357470053,Europa,Republica Moldova,-622.460000000,40000,39377.54
1/1/2015,"Fundatia Culturala ""Contrafort""",Tiparirea Revistei Contrafort in 2015,"Media, informativ",0.521028210,-0.297539249,Europa,Republica Moldova,,,5211.36
1/1/2015,"Fundatia Culturala ""Contrafort""",Tiparirea Revistei Contrafort in 2015,"Media, informativ",0.536113019,-0.306153605,Europa,Republica Moldova,,,5211.36
1/1/2020,"Fondacioni ""Harriet Martineau""",Arumun.com - dezvoltarea primului portal de stiri in limba romana in Albania,"Media, informativ",0.518598862,-0.301753575,Europa,Albania,-1985.9,25000,23014.1
1/1/2020,"Fondacioni ""Harriet Martineau""",Arumun.com - dezvoltarea primului portal de stiri in limba romana in Albania,"Media, informativ",0.584904896,-0.340334613,Europa,Albania,-1985.9,25000,23014.1
1/1/2019,Florin Constantin Taranu,"Editarea, tiparirea si distribuirea ziarului romanesc tiparit si online Romani in Lusitania","Media, informativ",0.516135428,-0.305948067,Europa,Spania,-11291.42,25000,13708.58
1/1/2019,Florin Constantin Taranu,"Editarea, tiparirea si distribuirea ziarului romanesc tiparit si online Romani in Lusitania","Media, informativ",0.555443672,-0.329248698,Europa,Spania,-11291.42,25000,13708.58
1/1/2018,Florin Constantin Taranu,"Editarea, publicarea si distribuirea Ziarului Romanesc tiparit si online ""Romani in Lusitania"", aparitie lunara (continuarea proiectului realizat în 2017)","Media, informativ",0.513638069,-0.310122450,Europa,Spania,-189.190000000,55000,54810.81
1/1/2018,Florin Constantin Taranu,"Editarea, publicarea si distribuirea Ziarului Romanesc tiparit si online ""Romani in Lusitania"", aparitie lunara (continuarea proiectului realizat în 2017)","Media, informativ",0.670043173,-0.404556131,Europa,Spania,-189.190000000,55000,54810.81
1/1/2017,Florin Constantin Taranu,"Editarea, publicarea si distribuirea ziarului romanesc tiparit on-line Romani în Lusitania, aparitie lunară","Media, informativ",0.511106950,-0.314276448,Europa,Spania,-0.100000000,28790,28789.9
